,Year-Rank,Movie,Year,Imdb,Metascore,Votes,Genre,Runtime,Cert,Gross,Director,Stars,n_imdb
1285,8,X: First Class,2011,7.7,65,588088.0,"
Action, Adventure, Sci-Fi            ",131 min,PG-13,146408305.0,Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']",77.0
1286,9,Midnight in Paris,2011,7.7,81,345324.0,"
Comedy, Fantasy, Romance            ",94 min,PG-13,56816662.0,Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']",77.0
1287,10,50/50,2011,7.7,72,294854.0,"
Comedy, Drama, Romance            ",100 min,R,35014192.0,Jonathan Levine,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard']",77.0
1288,11,Detachment,2011,7.7,52,67092.0,"
Drama            ",98 min,-,71177.0,Tony Kaye,"['Adrien Brody', 'Christina Hendricks', 'Marcia Gay Harden', 'Lucy Liu']",77.0
1289,12,"Oslo, 31. august",2011,7.7,84,16553.0,"
Drama            ",95 min,-,100713.0,Joachim Trier,"['Anders Danielsen Lie', 'Hans Olav Brenner', 'Ingrid Olava', 'Malin Crépin']",77.0
1290,13,Moneyball,2011,7.6,87,316398.0,"
Biography, Drama, Sport            ",133 min,PG-13,75605492.0,Bennett Miller,"['Brad Pitt', 'Robin Wright', 'Jonah Hill', 'Philip Seymour Hoffman']",76.0
1291,14,Rise of the Planet of the Apes,2011,7.6,68,461256.0,"
Action, Drama, Sci-Fi            ",105 min,PG-13,176760185.0,Rupert Wyatt,"['James Franco', 'Andy Serkis', 'Freida Pinto', 'Karin Konoval']",76.0
1292,15,Jin ling shi san chai,2011,7.6,46,44255.0,"
Drama, History, Romance            ",146 min,R,9213.0,Yimou Zhang,"['Christian Bale', 'Ni Ni', 'Xinyi Zhang', 'Tianyuan Huang']",76.0
1293,16,Weekend,2011,7.6,81,24422.0,"
Drama, Romance            ",97 min,-,455459.0,Andrew Haigh,"['Tom Cullen', 'Chris New', 'Jonathan Race', 'Laura Freeman']",76.0
1294,17,Hodejegerne,2011,7.6,72,89113.0,"
Crime, Drama, Thriller            ",96 min,R,1196752.0,Morten Tyldum,"['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau', 'Julie R. Ølgaard']",76.0
1295,18,Tyrannosaur,2011,7.6,65,27421.0,"
Drama            ",92 min,-,22088.0,Paddy Considine,"['Peter Mullan', 'Archie Lal', 'Jag Sanghera', 'Mike Fearnley']",76.0
1296,19,Delhi Belly,2011,7.6,66,23323.0,"
Action, Comedy, Crime            ",103 min,A,1531757.0,Abhinay Deo,"['Imran Khan', 'Vir Das', 'Kunaal Roy Kapur', 'Shenaz Treasury']",76.0
1297,20,Sherlock Holmes: A Game of Shadows,2011,7.5,48,381977.0,"
Action, Adventure, Crime            ",129 min,UA,186848418.0,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris', 'Rachel McAdams']",75.0
1298,21,We Need to Talk About Kevin,2011,7.5,68,117880.0,"
Drama, Mystery, Thriller            ",112 min,R,1738692.0,Lynne Ramsay,"['Tilda Swinton', 'John C. Reilly', 'Ezra Miller', 'Jasper Newell']",75.0
1299,22,Source Code,2011,7.5,74,437455.0,"
Mystery, Romance, Sci-Fi            ",93 min,PG-13,54712227.0,Duncan Jones,"['Jake Gyllenhaal', 'Michelle Monaghan', 'Vera Farmiga', 'Jeffrey Wright']",75.0
1300,23,Hugo,2011,7.5,83,276673.0,"
Adventure, Drama, Family            ",126 min,U,73864507.0,Martin Scorsese,"['Asa Butterfield', 'Chloë Grace Moretz', 'Christopher Lee', 'Ben Kingsley']",75.0
1301,24,Monsieur Lazhar,2011,7.5,82,17695.0,"
Comedy, Drama            ",94 min,PG-13,2009517.0,Philippe Falardeau,"['Mohamed Fellag', 'Sophie Nélisse', 'Émilien Néron', 'Danielle Proulx']",75.0
1302,25,Medianeras,2011,7.5,60,12343.0,"
Comedy, Drama            ",95 min,-,1734.0,Gustavo Taretto,"['Javier Drolas', 'Miguel Dedovich', 'Pilar López de Ayala', 'Miguel Alvarez']",75.0
1303,26,Crazy Stupid Love,2011,7.4,68,424484.0,"
Comedy, Drama, Romance            ",118 min,A,84351197.0,Glenn Ficarra,"['Steve Carell', 'Ryan Gosling', 'Julianne Moore', 'Emma Stone']",74.0
1304,27,Mission: Impossible - Ghost Protocol,2011,7.4,73,413018.0,"
Action, Adventure, Thriller            ",132 min,UA,209397903.0,Brad Bird,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton']",74.0
1305,28,Limitless,2011,7.4,59,475603.0,"
Mystery, Sci-Fi, Thriller            ",105 min,PG-13,79249455.0,Neil Burger,"['Bradley Cooper', 'Anna Friel', 'Abbie Cornish', 'Robert De Niro']",74.0
1306,29,Jane Eyre,2011,7.4,76,72349.0,"
Drama, Romance            ",120 min,UA,11242660.0,Cary Joji Fukunaga,"['Mia Wasikowska', 'Michael Fassbender', 'Jamie Bell', 'Su Elliot']",74.0
1307,30,Take Shelter,2011,7.4,85,80628.0,"
Drama, Horror, Thriller            ",121 min,R,1729969.0,Jeff Nichols,"['Michael Shannon', 'Jessica Chastain', 'Shea Whigham', 'Tova Stewart']",74.0
1308,31,Café de Flore,2011,7.4,53,13228.0,"
Drama, Romance            ",120 min,-,13228.0,Jean-Marc Vallée,"['Vanessa Paradis', 'Kevin Parent', 'Hélène Florent', 'Evelyne Brochu']",74.0
1309,32,Fast Five,2011,7.3,66,320363.0,"
Action, Crime, Thriller            ",130 min,A,209837675.0,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster']",73.0
1310,33,The Descendants,2011,7.3,84,219844.0,"
Comedy, Drama            ",115 min,A,82584160.0,Alexander Payne,"['George Clooney', 'Shailene Woodley', 'Amara Miller', 'Nick Krause']",73.0
1311,34,The Adventures of Tintin,2011,7.3,68,196948.0,"
Animation, Action, Adventure            ",107 min,U,77591831.0,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Simon Pegg']",73.0
1312,35,The Best Exotic Marigold Hotel,2011,7.3,62,83456.0,"
Comedy, Drama, Romance            ",124 min,UA,46412041.0,John Madden,"['Judi Dench', 'Bill Nighy', 'Maggie Smith', 'Tom Wilkinson']",73.0
1313,36,The Lincoln Lawyer,2011,7.3,63,191522.0,"
Crime, Drama, Thriller            ",118 min,R,58009200.0,Brad Furman,"['Matthew McConaughey', 'Marisa Tomei', 'Ryan Phillippe', 'William H. Macy']",73.0
1314,37,The Guard,2011,7.3,78,73126.0,"
Comedy, Crime, Thriller            ",96 min,R,5359774.0,John Michael McDonagh,"['Brendan Gleeson', 'Don Cheadle', 'Mark Strong', 'Ronan Collins']",73.0
1315,38,Shame,2011,7.2,72,166548.0,"
Drama            ",101 min,(Banned),4000304.0,Steve McQueen,"['Michael Fassbender', 'Carey Mulligan', 'James Badge Dale', 'Lucy Walters']",72.0
1316,39,War Horse,2011,7.2,72,132082.0,"
Drama, History, War            ",146 min,U,79884879.0,Steven Spielberg,"['Jeremy Irvine', 'Emily Watson', 'David Thewlis', 'Benedict Cumberbatch']",72.0
1317,40,Rango,2011,7.2,75,208525.0,"
Animation, Adventure, Comedy            ",107 min,PG,123477607.0,Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Timothy Olyphant', 'Abigail Breslin']",72.0
1318,41,Carnage,2011,7.2,61,108366.0,"
Comedy, Drama            ",80 min,R,2547047.0,Roman Polanski,"['Jodie Foster', 'Kate Winslet', 'Christoph Waltz', 'John C. Reilly']",72.0
1319,42,Kung Fu Panda 2,2011,7.2,67,216807.0,"
Animation, Action, Adventure            ",90 min,PG,165249063.0,Jennifer Yuh Nelson,"['Jack Black', 'Angelina Jolie', 'Jackie Chan', 'Dustin Hoffman']",72.0
1320,43,Winnie the Pooh,2011,7.2,74,18586.0,"
Animation, Adventure, Comedy            ",63 min,-,26692846.0,Stephen J. Anderson,"['Jim Cummings', 'Craig Ferguson', 'John Cleese', 'Bud Luckey']",72.0
1321,44,God Bless America,2011,7.2,56,64933.0,"
Comedy, Crime, Drama            ",105 min,R,122029.0,Bobcat Goldthwait,"['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton']",72.0
1322,45,A Better Life,2011,7.2,64,14335.0,"
Drama, Romance            ",98 min,PG-13,1759252.0,Chris Weitz,"['Demián Bichir', 'José Julián', ""Eddie 'Piolin' Sotelo"", 'Joaquín Cosio']",72.0
1323,46,Win Win,2011,7.2,75,51109.0,"
Comedy, Drama, Sport            ",106 min,R,10179275.0,Tom McCarthy,"['Paul Giamatti', 'Amy Ryan', 'Jeffrey Tambor', 'Bobby Cannavale']",72.0
1324,1,The Dark Knight Rises,2012,8.4,78,1333096.0,"
Action, Thriller            ",164 min,UA,448139099.0,Christopher Nolan,"['Christian Bale', 'Tom Hardy', 'Anne Hathaway', 'Gary Oldman']",84.0
1325,2,Django Unchained,2012,8.4,81,1154397.0,"
Drama, Western            ",165 min,A,162805434.0,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington']",84.0
1326,3,Jagten,2012,8.3,77,227213.0,"
Drama            ",115 min,R,687185.0,Thomas Vinterberg,"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']",83.0
1327,4,The Avengers,2012,8.1,69,1127228.0,"
Action, Adventure, Sci-Fi            ",143 min,UA,623357910.0,Joss Whedon,"['Robert Downey Jr.', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner']",81.0
1328,5,The Perks of Being a Wallflower,2012,8.0,67,409540.0,"
Drama, Romance            ",102 min,PG-13,17738570.0,Stephen Chbosky,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Paul Rudd']",80.0
1329,6,The Hobbit: An Unexpected Journey,2012,7.9,58,702627.0,"
Adventure, Family, Fantasy            ",169 min,UA,303003568.0,Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis']",79.0
1330,7,Life of Pi,2012,7.9,79,513227.0,"
Adventure, Drama, Fantasy            ",127 min,U,124987023.0,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain', 'Tabu']",79.0
1331,8,Amour,2012,7.9,94,82028.0,"
Drama, Romance            ",127 min,UA,6739492.0,Michael Haneke,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert', 'Alexandre Tharaud']",79.0
1332,9,Skyfall,2012,7.8,81,577338.0,"
Action, Adventure, Thriller            ",143 min,UA,304360277.0,Sam Mendes,"['Daniel Craig', 'Javier Bardem', 'Naomie Harris', 'Judi Dench']",78.0
1333,10,Moonrise Kingdom,2012,7.8,84,280919.0,"
Adventure, Comedy, Drama            ",94 min,A,45512466.0,Wes Anderson,"['Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray']",78.0
1334,11,The Broken Circle Breakdown,2012,7.8,70,35076.0,"
Drama, Music, Romance            ",111 min,-,175058.0,Felix Van Groeningen,"['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse', 'Geert Van Rampelberg']",78.0
1335,12,Silver Linings Playbook,2012,7.7,81,602422.0,"
Comedy, Drama, Romance            ",122 min,R,132092958.0,David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']",77.0
1336,13,Wreck-It Ralph,2012,7.7,72,318039.0,"
Animation, Adventure, Comedy            ",101 min,U,189422889.0,Rich Moore,"['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']",77.0
1337,14,Argo,2012,7.7,86,518581.0,"
Biography, Drama, Thriller            ",120 min,A,136025503.0,Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'John Goodman', 'Alan Arkin']",77.0
1338,15,Laurence Anyways,2012,7.7,73,14780.0,"
Drama, Romance            ",168 min,-,14780.0,Xavier Dolan,"['Melvil Poupaud', 'Emmanuel Schwartz', 'Suzanne Clément', 'Nathalie Baye']",77.0
1339,16,Les Misérables,2012,7.6,63,276426.0,"
Drama, History, Musical            ",158 min,A,148809770.0,Tom Hooper,"['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried']",76.0
1340,17,Lo imposible,2012,7.6,73,170858.0,"
Drama, History, Thriller            ",114 min,UA,19019882.0,J.A. Bayona,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Oaklee Pendergast']",76.0
1341,18,End of Watch,2012,7.6,68,205798.0,"
Action, Crime, Drama            ",109 min,A,41003371.0,David Ayer,"['Jake Gyllenhaal', 'Michael Peña', 'Anna Kendrick', 'America Ferrera']",76.0
1342,19,En kongelig affære,2012,7.6,73,39707.0,"
Biography, Drama, History            ",137 min,R,1546761.0,Nikolaj Arcel,"['Alicia Vikander', 'Mads Mikkelsen', 'Mikkel Boe Følsgaard', 'Trine Dyrholm']",76.0
1343,20,Cloud Atlas,2012,7.5,55,318338.0,"
Action, Drama, Mystery            ",172 min,A,27108272.0,Tom Tykwer,"['Tom Hanks', 'Halle Berry', 'Hugh Grant', 'Hugo Weaving']",75.0
1344,21,De rouille et d'os,2012,7.5,73,57089.0,"
Drama, Romance            ",120 min,R,2061449.0,Jacques Audiard,"['Marion Cotillard', 'Matthias Schoenaerts', 'Armand Verdure', 'Céline Sallette']",75.0
1345,22,Disconnect,2012,7.5,64,68639.0,"
Drama, Thriller            ",115 min,R,7435950.0,Henry Alex Rubin,"['Jason Bateman', 'Jonah Bobo', 'Haley Ramm', 'Hope Davis']",75.0
1346,23,What Maisie Knew,2012,7.5,74,24685.0,"
Drama            ",99 min,R,1065000.0,Scott McGehee,"['Julianne Moore', 'Alexander Skarsgård', 'Steve Coogan', 'Joanna Vanderham']",75.0
1347,24,Looper,2012,7.4,84,484710.0,"
Action, Crime, Drama            ",113 min,A,66486205.0,Rian Johnson,"['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt', 'Paul Dano']",74.0
1348,25,Zero Dark Thirty,2012,7.4,95,242732.0,"
Drama, Thriller            ",157 min,A,95720716.0,Kathryn Bigelow,"['Jessica Chastain', 'Joel Edgerton', 'Chris Pratt', 'Mark Strong']",74.0
1349,26,Lincoln,2012,7.4,86,222527.0,"
Biography, Drama, History            ",150 min,U,182207973.0,Steven Spielberg,"['Daniel Day-Lewis', 'Sally Field', 'David Strathairn', 'Joseph Gordon-Levitt']",74.0
1350,27,Mud,2012,7.4,76,152567.0,"
Drama            ",130 min,UA,21590086.0,Jeff Nichols,"['Matthew McConaughey', 'Tye Sheridan', 'Jacob Lofland', 'Sam Shepard']",74.0
1351,28,Frances Ha,2012,7.4,82,57054.0,"
Comedy, Drama, Romance            ",86 min,R,4063238.0,Noah Baumbach,"['Greta Gerwig', 'Mickey Sumner', 'Adam Driver', 'Michael Zegen']",74.0
1352,29,Venuto al mondo,2012,7.4,34,14073.0,"
Drama, Romance, War            ",127 min,R,14947.0,Sergio Castellitto,"['Penélope Cruz', 'Emile Hirsch', 'Adnan Haskovic', 'Saadet Aksoy']",74.0
1353,30,Oh Boy,2012,7.4,63,13073.0,"
Comedy, Drama            ",86 min,-,146135.0,Jan Ole Gerster,"['Tom Schilling', 'Katharina Schüttler', 'Justus von Dohnányi', 'Andreas Schröders']",74.0
1354,31,Lawless,2012,7.3,58,208198.0,"
Crime, Drama            ",116 min,R,37400127.0,John Hillcoat,"['Tom Hardy', 'Shia LaBeouf', 'Guy Pearce', 'Jason Clarke']",73.0
1355,32,The Place Beyond the Pines,2012,7.3,68,218696.0,"
Crime, Drama, Thriller            ",140 min,A,21383298.0,Derek Cianfrance,"['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Craig Van Hook']",73.0
1356,33,Flight,2012,7.3,76,293490.0,"
Drama, Thriller            ",138 min,R,93772375.0,Robert Zemeckis,"['Denzel Washington', 'Nadine Velazquez', 'Don Cheadle', 'John Goodman']",73.0
1357,34,Rise of the Guardians,2012,7.3,57,140240.0,"
Animation, Adventure, Family            ",97 min,U,103412758.0,Peter Ramsey,"['Hugh Jackman', 'Alec Baldwin', 'Isla Fisher', 'Chris Pine']",73.0
1358,35,Stuck in Love,2012,7.3,49,76935.0,"
Comedy, Drama, Romance            ",97 min,R,78950.0,Josh Boone,"['Greg Kinnear', 'Jennifer Connelly', 'Lily Collins', 'Nat Wolff']",73.0
1359,36,Beasts of the Southern Wild,2012,7.3,86,76100.0,"
Adventure, Drama, Fantasy            ",93 min,PG-13,12795746.0,Benh Zeitlin,"['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly', 'Lowell Landes']",73.0
1360,37,Broken,2012,7.3,53,12232.0,"
Drama, Romance            ",91 min,-,12232.0,Rufus Norris,"['Charlie Booty', 'Lily James', 'Tim Roth', 'Eloise Laurence']",73.0
1361,38,Talaash,2012,7.3,65,34682.0,"
Crime, Drama, Mystery            ",140 min,UA,2706375.0,Reema Kagti,"['Aamir Khan', 'Kareena Kapoor', 'Rani Mukerji', 'Nawazuddin Siddiqui']",73.0
1362,39,The Hunger Games,2012,7.2,68,775726.0,"
Adventure, Sci-Fi, Thriller            ",142 min,UA,408010692.0,Gary Ross,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Stanley Tucci']",72.0
1363,40,Pitch Perfect,2012,7.2,66,246612.0,"
Comedy, Music, Romance            ",112 min,PG-13,65001093.0,Jason Moore,"['Anna Kendrick', 'Brittany Snow', 'Rebel Wilson', 'Anna Camp']",72.0
1364,41,21 Jump Street,2012,7.2,69,463095.0,"
Action, Comedy, Crime            ",109 min,R,138447667.0,Phil Lord,"['Jonah Hill', 'Channing Tatum', 'Ice Cube', 'Brie Larson']",72.0
1365,42,Seven Psychopaths,2012,7.2,66,215616.0,"
Comedy, Crime            ",110 min,R,15024049.0,Martin McDonagh,"['Colin Farrell', 'Woody Harrelson', 'Sam Rockwell', 'Christopher Walken']",72.0
1366,43,Ruby Sparks,2012,7.2,67,89009.0,"
Comedy, Drama, Fantasy            ",104 min,R,2540106.0,Jonathan Dayton,"['Paul Dano', 'Zoe Kazan', 'Annette Bening', 'Antonio Banderas']",72.0
1367,44,Kon-Tiki,2012,7.2,62,40297.0,"
Adventure, History            ",118 min,PG-13,1517410.0,Joachim Rønning,"['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Gustaf Skarsgård', 'Odd-Magnus Williamson']",72.0
1368,45,Chasing Mavericks,2012,7.2,45,28354.0,"
Biography, Drama, Sport            ",116 min,UA,6002756.0,Michael Apted,"['Jonny Weston', 'Gerard Butler', 'Elisabeth Shue', 'Abigail Spencer']",72.0
1369,1,The Wolf of Wall Street,2013,8.2,75,977804.0,"
Biography, Comedy, Crime            ",180 min,A,116900694.0,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey']",82.0
1370,2,Prisoners,2013,8.1,74,499217.0,"
Crime, Drama, Mystery            ",153 min,R,61002302.0,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo']",81.0
1371,3,12 Years a Slave,2013,8.1,96,550855.0,"
Biography, Drama, History            ",134 min,A,56671993.0,Steve McQueen,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']",81.0
1372,4,Rush,2013,8.1,75,378030.0,"
Action, Biography, Drama            ",123 min,UA,26947624.0,Ron Howard,"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']",81.0
1373,5,Her,2013,8.0,90,441573.0,"
Drama, Romance, Sci-Fi            ",126 min,A,25568251.0,Spike Jonze,"['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson', 'Rooney Mara']",80.0
1374,6,Dallas Buyers Club,2013,8.0,84,387063.0,"
Biography, Drama            ",117 min,R,27298285.0,Jean-Marc Vallée,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto', 'Steve Zahn']",80.0
1375,7,Short Term 12,2013,8.0,82,69470.0,"
Drama            ",96 min,R,1010414.0,Destin Daniel Cretton,"['Brie Larson', 'Frantz Turner', 'John Gallagher Jr.', 'Kaitlyn Dever']",80.0
1376,8,The Hobbit: The Desolation of Smaug,2013,7.9,66,548986.0,"
Adventure, Fantasy            ",161 min,UA,258366855.0,Peter Jackson,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott']",79.0
1377,9,Before Midnight,2013,7.9,94,117476.0,"
Drama, Romance            ",109 min,R,8114627.0,Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick', 'Ariane Labed']",79.0
1378,10,About Time,2013,7.8,55,247484.0,"
Comedy, Drama, Fantasy            ",123 min,R,15322921.0,Richard Curtis,"['Domhnall Gleeson', 'Rachel McAdams', 'Bill Nighy', 'Lydia Wilson']",78.0
1379,11,La vie d'Adèle,2013,7.8,88,118079.0,"
Drama, Romance            ",180 min,NC-17,2199675.0,Abdellatif Kechiche,"['Léa Seydoux', 'Adèle Exarchopoulos', 'Salim Kechiouche', 'Aurélien Recoing']",78.0
1380,12,Captain Phillips,2013,7.8,83,374474.0,"
Biography, Drama, Thriller            ",134 min,UA,107100855.0,Paul Greengrass,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman', 'Catherine Keener']",78.0
1381,13,La migliore offerta,2013,7.8,49,90695.0,"
Crime, Drama, Mystery            ",131 min,R,85433.0,Giuseppe Tornatore,"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks', 'Donald Sutherland']",78.0
1382,14,Dabba,2013,7.8,76,40561.0,"
Drama, Romance            ",104 min,U,4231500.0,Ritesh Batra,"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui', 'Lillete Dubey']",78.0
1383,15,Star Trek: Into Darkness,2013,7.7,72,437564.0,"
Action, Adventure, Sci-Fi            ",132 min,UA,228778661.0,J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']",77.0
1384,16,Gravity,2013,7.7,96,678690.0,"
Drama, Sci-Fi, Thriller            ",91 min,UA,274092705.0,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']",77.0
1385,17,Nebraska,2013,7.7,86,102707.0,"
Adventure, Comedy, Drama            ",115 min,UA,17654912.0,Alexander Payne,"['Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk']",77.0
1386,18,The Book Thief,2013,7.6,53,115464.0,"
Drama, War            ",131 min,PG-13,21488481.0,Brian Percival,"['Sophie Nélisse', 'Geoffrey Rush', 'Emily Watson', 'Ben Schnetzer']",76.0
1387,19,No se aceptan devoluciones,2013,7.6,55,25970.0,"
Comedy, Drama            ",115 min,PG-13,44467206.0,Eugenio Derbez,"['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey', 'Loreto Peralta']",76.0
1388,20,Philomena,2013,7.6,77,86425.0,"
Biography, Drama            ",98 min,PG-13,37707719.0,Stephen Frears,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark', 'Mare Winningham']",76.0
1389,21,The Conjuring,2013,7.5,68,372362.0,"
Horror, Mystery, Thriller            ",112 min,A,137400141.0,James Wan,"['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston', 'Lili Taylor']",75.0
1390,22,Frozen,2013,7.5,74,493958.0,"
Animation, Adventure, Comedy            ",102 min,U,400738009.0,Chris Buck,"['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad']",75.0
1391,23,The Hunger Games: Catching Fire,2013,7.5,76,559032.0,"
Action, Adventure, Mystery            ",146 min,UA,424668047.0,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Philip Seymour Hoffman']",75.0
1392,24,Lone Survivor,2013,7.5,60,238203.0,"
Action, Biography, Drama            ",121 min,A,125095601.0,Peter Berg,"['Mark Wahlberg', 'Taylor Kitsch', 'Emile Hirsch', 'Ben Foster']",75.0
1393,25,Inside Llewyn Davis,2013,7.5,93,118106.0,"
Drama, Music            ",104 min,R,13235319.0,Ethan Coen,"['Oscar Isaac', 'Carey Mulligan', 'John Goodman', 'Garrett Hedlund']",75.0
1394,26,Saving Mr. Banks,2013,7.5,65,134186.0,"
Biography, Comedy, Drama            ",125 min,U,83301580.0,John Lee Hancock,"['Emma Thompson', 'Tom Hanks', 'Annie Rose Buckley', 'Colin Farrell']",75.0
1395,27,42,2013,7.5,62,75241.0,"
Biography, Drama, Sport            ",128 min,PG-13,95001343.0,Brian Helgeland,"['Chadwick Boseman', 'T.R. Knight', 'Harrison Ford', 'Nicole Beharie']",75.0
1396,28,Fruitvale Station,2013,7.5,85,65780.0,"
Biography, Drama, Romance            ",85 min,R,16097842.0,Ryan Coogler,"['Michael B. Jordan', 'Melonie Diaz', 'Octavia Spencer', 'Kevin Durand']",75.0
1397,29,Despicable Me 2,2013,7.4,62,330959.0,"
Animation, Adventure, Comedy            ",98 min,U,368061265.0,Pierre Coffin,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove']",74.0
1398,30,Begin Again,2013,7.4,62,125042.0,"
Comedy, Drama, Music            ",104 min,A,16170632.0,John Carney,"['Keira Knightley', 'Mark Ruffalo', 'Adam Levine', 'Hailee Steinfeld']",74.0
1399,31,The Way Way Back,2013,7.4,68,129643.0,"
Comedy, Drama            ",103 min,PG-13,21501098.0,Nat Faxon,"['Steve Carell', 'Toni Collette', 'Allison Janney', 'AnnaSophia Robb']",74.0
1400,32,Belle,2013,7.4,64,24722.0,"
Biography, Drama, Romance            ",100 min,PG,10726630.0,Amma Asante,"['Gugu Mbatha-Raw', 'Matthew Goode', 'Emily Watson', 'Miranda Richardson']",74.0
1401,33,Starred Up,2013,7.4,81,38096.0,"
Crime, Drama            ",106 min,-,34100.0,David Mackenzie,"[""Jack O'Connell"", 'Ben Mendelsohn', 'Rupert Friend', 'Sam Spruell']",74.0
1402,34,American Hustle,2013,7.3,90,405127.0,"
Crime, Drama            ",138 min,A,150117807.0,David O. Russell,"['Christian Bale', 'Amy Adams', 'Bradley Cooper', 'Jennifer Lawrence']",73.0
1403,35,The Great Gatsby,2013,7.3,55,417220.0,"
Drama, Romance            ",143 min,A,144840419.0,Baz Luhrmann,"['Leonardo DiCaprio', 'Carey Mulligan', 'Joel Edgerton', 'Tobey Maguire']",73.0
1404,36,Now You See Me,2013,7.3,50,533118.0,"
Crime, Mystery, Thriller            ",115 min,UA,117723989.0,Louis Leterrier,"['Jesse Eisenberg', 'Common', 'Mark Ruffalo', 'Woody Harrelson']",73.0
1405,37,Monsters University,2013,7.3,65,278366.0,"
Animation, Adventure, Comedy            ",104 min,U,268492764.0,Dan Scanlon,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren']",73.0
1406,38,The Secret Life of Walter Mitty,2013,7.3,54,267957.0,"
Adventure, Comedy, Drama            ",114 min,UA,58236838.0,Ben Stiller,"['Ben Stiller', 'Kristen Wiig', 'Jon Daly', 'Kathryn Hahn']",73.0
1407,39,Only Lovers Left Alive,2013,7.3,79,77234.0,"
Comedy, Drama, Fantasy            ",123 min,R,1879534.0,Jim Jarmusch,"['Tilda Swinton', 'Tom Hiddleston', 'Mia Wasikowska', 'John Hurt']",73.0
