 Year-Rank Movie Year Imdb Metascore Votes Genre Runtime Cert Gross Director Stars
1171 30 "The Bank Job" (2008) 7.3 69 47680 "
Crime, Drama, Romance            " "111 min" - 30028592.0 "Roger Donaldson" "['Jason Statham', 'Saffron Burrows', 'Stephen Campbell Moore', 'Daniel Mays']"
1172 31 "The Secret Life of Bees" (2008) 7.3 57 47680 "
Drama            " "114 min" PG-13 37766350.0 "Gina Prince-Bythewood" "['Dakota Fanning', 'Jennifer Hudson', 'Queen Latifah', 'Alicia Keys']"
1173 32 "The Express" (2008) 7.3 58 47680 "
Biography, Drama, Sport            " "130 min" PG 9589875.0 "Gary Fleder" "['Rob Brown', 'Dennis Quaid', 'Clancy Brown', 'Darrin Dewitt Henson']"
1174 33 "Max Manus" (2008) 7.3 60 47680 "
Action, Biography, Drama            " "118 min" - 24344.0 "Joachim Rønning" "['Aksel Hennie', 'Agnes Kittelsen', 'Nicolai Cleve Broch', 'Ken Duken']"
1175 34 "Il divo - La spettacolare vita di Giulio Andreotti" (2008) 7.3 81 47680 "
Biography, Drama            " "110 min" - 239294.0 "Paolo Sorrentino" "['Toni Servillo', 'Anna Bonaiuto', 'Giulio Bosetti', 'Flavio Bucci']"
1176 35 "Forgetting Sarah Marshall" (2008) 7.2 67 47680 "
Comedy, Drama, Romance            " "111 min" R 63172463.0 "Nicholas Stoller" "['Kristen Bell', 'Jason Segel', 'Paul Rudd', 'Mila Kunis']"
1177 36 "Definitely, Maybe" (2008) 7.2 59 47680 "
Comedy, Drama, Romance            " "112 min" PG-13 31973840.0 "Adam Brooks" "['Ryan Reynolds', 'Rachel Weisz', 'Abigail Breslin', 'An Nguyen']"
1178 37 Defiance "(I) (2008)" 7.2 58 47680 "
Action, Drama, History            " "137 min" R 28644813.0 "Edward Zwick" "['Daniel Craig', 'Liev Schreiber', 'Jamie Bell', 'Alexa Davalos']"
1179 38 "Nothing But the Truth" "(I) (2008)" 7.2 64 47680 "
Crime, Drama, Mystery            " "108 min" R 3045.0 "Rod Lurie" "['Kate Beckinsale', 'Matt Dillon', 'Vera Farmiga', 'Angela Bassett']"
1180 39 "Frozen River" (2008) 7.2 82 47680 "
Crime, Drama            " "97 min" R 2508841.0 "Courtney Hunt" "['Melissa Leo', 'Misty Upham', 'Charlie McDermott', ""Michael O'Keefe""]"
1181 40 JCVD (2008) 7.2 64 47680 "
Comedy, Crime, Drama            " "97 min" R 470691.0 "Mabrouk El Mechri" "['Jean-Claude Van Damme', 'Valérie Bodson', 'Hervé Sogne', 'Rock Chen']"
1182 41 Bronson (2008) 7.1 71 47680 "
Action, Biography, Crime            " "92 min" R 104792.0 "Nicolas Winding Refn" "['Tom Hardy', 'Kelly Adams', 'Luing Andrews', 'Katy Barker']"
1183 42 "Vicky Cristina Barcelona" (2008) 7.1 70 47680 "
Drama, Romance            " "96 min" PG-13 23216709.0 "Woody Allen" "['Rebecca Hall', 'Scarlett Johansson', 'Javier Bardem', 'Christopher Evan Welch']"
1184 43 "Body of Lies" (2008) 7.1 57 47680 "
Action, Drama, Thriller            " "128 min" A 39394666.0 "Ridley Scott" "['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong', 'Golshifteh Farahani']"
1185 44 Valkyrie (2008) 7.1 56 47680 "
Drama, History, Thriller            " "121 min" UA 83077833.0 "Bryan Singer" "['Tom Cruise', 'Bill Nighy', 'Carice van Houten', 'Kenneth Branagh']"
1186 45 "Marley & Me" (2008) 7.1 53 47680 "
Comedy, Drama, Family            " "115 min" PG 143153751.0 "David Frankel" "['Owen Wilson', 'Jennifer Aniston', 'Eric Dane', 'Kathleen Turner']"
1187 46 "Miss Pettigrew Lives for a Day" (2008) 7.1 63 47680 "
Comedy, Romance            " "92 min" PG-13 12294036.0 "Bharat Nalluri" "['Frances McDormand', 'Amy Adams', 'Ciarán Hinds', 'David Alexander']"
1188 1 "3 Idiots" (2009) 8.4 67 47680 "
Comedy, Drama            " "170 min" UA 6532908.0 "Rajkumar Hirani" "['Aamir Khan', 'Madhavan', 'Mona Singh', 'Sharman Joshi']"
1189 2 "Inglourious Basterds" (2009) 8.3 69 47680 "
Adventure, Drama, War            " "153 min" A 120540719.0 "Quentin Tarantino" "['Brad Pitt', 'Diane Kruger', 'Eli Roth', 'Mélanie Laurent']"
1190 3 Up (2009) 8.3 88 47680 "
Animation, Adventure, Comedy            " "96 min" PG 293004164.0 "Pete Docter" "['Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer']"
1191 4 "Star Trek" (2009) 8.0 82 47680 "
Action, Adventure, Sci-Fi            " "127 min" PG-13 257730019.0 "J.J. Abrams" "['Chris Pine', 'Zachary Quinto', 'Simon Pegg', 'Leonard Nimoy']"
1192 5 Moon (2009) 7.9 67 47680 "
Drama, Mystery, Sci-Fi            " "97 min" R 5009677.0 "Duncan Jones" "['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott', 'Rosie Shaw']"
1193 6 "Mr. Nobody" (2009) 7.9 63 47680 "
Drama, Fantasy, Romance            " "141 min" R 3600.0 "Jaco Van Dormael" "['Jared Leto', 'Sarah Polley', 'Diane Kruger', 'Linh Dan Pham']"
1194 7 "District 9" (2009) 7.9 81 47680 "
Sci-Fi, Thriller            " "112 min" A 115646235.0 "Neill Blomkamp" "['Sharlto Copley', 'David James', 'Jason Cope', 'Nathalie Boltt']"
1195 8 Avatar (2009) 7.8 83 47680 "
Action, Adventure, Fantasy            " "162 min" PG-13 760507625.0 "James Cameron" "['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver', 'Michelle Rodriguez']"
1196 9 "Fantastic Mr. Fox" (2009) 7.8 83 47680 "
Animation, Adventure, Comedy            " "87 min" PG 21002919.0 "Wes Anderson" "['George Clooney', 'Meryl Streep', 'Bill Murray', 'Jason Schwartzman']"
1197 10 "Män som hatar kvinnor" (2009) 7.8 76 47680 "
Crime, Drama, Mystery            " "152 min" R 10095170.0 "Niels Arden Oplev" "['Michael Nyqvist', 'Noomi Rapace', 'Ewa Fröling', 'Lena Endre']"
1198 11 "The Hangover" (2009) 7.7 73 47680 "
Comedy            " "100 min" A 277322503.0 "Todd Phillips" "['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']"
1199 12 Zombieland (2009) 7.7 73 47680 "
Adventure, Comedy, Horror            " "88 min" R 75590286.0 "Ruben Fleischer" "['Jesse Eisenberg', 'Emma Stone', 'Woody Harrelson', 'Abigail Breslin']"
1200 13 Coraline (2009) 7.7 80 47680 "
Animation, Drama, Fantasy            " "100 min" PG 75286229.0 "Henry Selick" "['Dakota Fanning', 'Teri Hatcher', 'John Hodgman', 'Jennifer Saunders']"
1201 14 "The Blind Side" (2009) 7.7 53 47680 "
Biography, Drama, Sport            " "129 min" PG-13 255959475.0 "John Lee Hancock" "['Quinton Aaron', 'Sandra Bullock', 'Tim McGraw', 'Jae Head']"
1202 15 "(500) Days of Summer" (2009) 7.7 76 47680 "
Comedy, Drama, Romance            " "95 min" PG-13 32391374.0 "Marc Webb" "['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']"
1203 16 "The Secret of Kells" (2009) 7.7 81 47680 "
Animation, Adventure, Family            " "71 min" - 686383.0 "Tomm Moore" "['Evan McGuire', 'Brendan Gleeson', 'Mick Lally', 'Christen Mooney']"
1204 17 Watchmen (2009) 7.6 56 47680 "
Action, Drama, Mystery            " "162 min" R 107509799.0 "Zack Snyder" "['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman']"
1205 18 "Sherlock Holmes" (2009) 7.6 57 47680 "
Action, Adventure, Crime            " "128 min" PG-13 209028679.0 "Guy Ritchie" "['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong']"
1206 19 "Harry Potter and the Half-Blood Prince" (2009) 7.6 78 47680 "
Adventure, Family, Fantasy            " "153 min" PG 301959197.0 "David Yates" "['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']"
1207 20 "A Single Man" (2009) 7.6 77 47680 "
Drama, Romance            " "99 min" R 9166863.0 "Tom Ford" "['Colin Firth', 'Julianne Moore', 'Matthew Goode', 'Nicholas Hoult']"
1208 21 "The Damned United" (2009) 7.6 81 47680 "
Biography, Drama, Sport            " "98 min" R 449558.0 "Tom Hooper" "['Colm Meaney', 'Henry Goodman', 'David Roper', 'Jimmy Reddington']"
1209 22 "In the Loop" (2009) 7.5 83 47680 "
Comedy            " "106 min" - 2384044.0 "Armando Iannucci" "['Tom Hollander', 'Peter Capaldi', 'James Gandolfini', 'Harry Hadden-Paton']"
1210 23 "J'ai tué ma mère" (2009) 7.5 77 47680 "
Drama, Romance            " "96 min" - 23520.0 "Xavier Dolan" "['Anne Dorval', 'Xavier Dolan', 'François Arnaud', 'Suzanne Clément']"
1211 24 "Samâ uôzu" (2009) 7.5 63 47680 "
Animation, Action, Comedy            " "114 min" PG 78182.0 "Mamoru Hosoda" "['Ryûnosuke Kamiki', 'Nanami Sakuraba', 'Mitsuki Tanimura', 'Takahiro Yokokawa']"
1212 25 "Up in the Air" "(I) (2009)" 7.4 83 47680 "
Drama, Romance            " "109 min" R 83823381.0 "Jason Reitman" "['George Clooney', 'Vera Farmiga', 'Anna Kendrick', 'Jason Bateman']"
1213 26 "Black Dynamite" (2009) 7.4 65 47680 "
Action, Comedy            " "84 min" R 228477.0 "Scott Sanders" "['Michael Jai White', 'Arsenio Hall', 'Tommy Davidson', 'Phyllis Applegate']"
1214 27 "Law Abiding Citizen" (2009) 7.4 34 47680 "
Crime, Drama, Thriller            " "109 min" R 73343413.0 "F. Gary Gray" "['Gerard Butler', 'Jamie Foxx', 'Leslie Bibb', 'Colm Meaney']"
1215 28 "The Boat That Rocked" (2009) 7.4 58 47680 "
Comedy, Drama, Music            " "135 min" R 7994115.0 "Richard Curtis" "['Philip Seymour Hoffman', 'Bill Nighy', 'Nick Frost', 'Michael Hadley']"
1216 29 "My Sister's Keeper" (2009) 7.4 51 47680 "
Drama, Family            " "109 min" PG-13 49200230.0 "Nick Cassavetes" "['Cameron Diaz', 'Abigail Breslin', 'Alec Baldwin', 'Walter Raney']"
1217 30 "City Island" (2009) 7.4 66 47680 "
Comedy, Drama            " "104 min" PG-13 6670712.0 "Raymond De Felitta" "['Andy Garcia', 'Julianna Margulies', 'Steven Strait', 'Emily Mortimer']"
1218 31 "Desert Flower" (2009) 7.4 54 47680 "
Biography, Drama            " "120 min" R 44348.0 "Sherry Hormann" "['Soraya Omar-Scego', 'Idriss Abdillahi Houfaneh', 'Awa Saïd Darar', 'Roun Daher Aïnan']"
1219 32 "Enter the Void" (2009) 7.3 69 47680 "
Drama, Fantasy            " "161 min" - 336467.0 "Gaspar Noé" "['Nathaniel Brown', 'Paz de la Huerta', 'Cyril Roy', 'Olly Alexander']"
1220 33 "The Road" "(I) (2009)" 7.3 64 47680 "
Adventure, Drama            " "111 min" R 56692.0 "John Hillcoat" "['Viggo Mortensen', 'Charlize Theron', 'Kodi Smit-McPhee', 'Robert Duvall']"
1221 34 "Crazy Heart" (2009) 7.3 83 47680 "
Drama, Music, Romance            " "112 min" R 39462438.0 "Scott Cooper" "['Jeff Bridges', 'Maggie Gyllenhaal', 'Colin Farrell', 'James Keane']"
1222 35 Precious "(II) (2009)" 7.3 79 47680 "
Drama            " "110 min" R 47395661.0 "Lee Daniels" "['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton', 'Mariah Carey']"
1223 36 "An Education" (2009) 7.3 85 47680 "
Drama            " "100 min" PG-13 12574715.0 "Lone Scherfig" "['Carey Mulligan', 'Peter Sarsgaard', 'Alfred Molina', 'Olivia Williams']"
1224 37 Invictus (2009) 7.3 74 47680 "
Biography, Drama, History            " "134 min" PG-13 37491364.0 "Clint Eastwood" "['Morgan Freeman', 'Matt Damon', 'Tony Kgoroge', 'Patrick Mofokeng']"
1225 38 "The Young Victoria" (2009) 7.3 64 47680 "
Biography, Drama, History            " "105 min" PG 11001272.0 "Jean-Marc Vallée" "['Emily Blunt', 'Rupert Friend', 'Paul Bettany', 'Miranda Richardson']"
1226 39 "Fish Tank" (2009) 7.3 81 47680 "
Drama            " "123 min" - 373060.0 "Andrea Arnold" "['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing', 'Rebecca Griffiths']"
1227 40 "Soul Kitchen" (2009) 7.3 76 47680 "
Comedy, Drama            " "99 min" - 274385.0 "Fatih Akin" "['Adam Bousdoukos', 'Moritz Bleibtreu', 'Pheline Roggan', 'Anna Bederke']"
1228 41 "Harry Brown" (2009) 7.2 55 47680 "
Action, Crime, Drama            " "103 min" R 1818681.0 "Daniel Barber" "['Michael Caine', 'Emily Mortimer', 'David Bradley', 'Charlie Creed-Miles']"
1229 42 "Flickan som lekte med elden" (2009) 7.2 66 47680 "
Crime, Drama, Mystery            " "129 min" R 9081782.0 "Daniel Alfredson" "['Noomi Rapace', 'Michael Nyqvist', 'Lena Endre', 'Peter Andersson']"
1230 1 Inception (2010) 8.8 74 47680 "
Action, Adventure, Sci-Fi            " "148 min" UA 292576195.0 "Christopher Nolan" "['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page', 'Ken Watanabe']"
1231 2 "Toy Story 3" (2010) 8.3 92 47680 "
Animation, Adventure, Comedy            " "103 min" U 415004880.0 "Lee Unkrich" "['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty']"
1232 3 Incendies (2010) 8.2 80 47680 "
Drama, Mystery, War            " "131 min" R 6857096.0 "Denis Villeneuve" "['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']"
1233 4 "Shutter Island" (2010) 8.1 63 47680 "
Mystery, Thriller            " "138 min" R 128012934.0 "Martin Scorsese" "['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley']"
1234 5 "How to Train Your Dragon" (2010) 8.1 74 47680 "
Animation, Action, Adventure            " "98 min" PG 217581231.0 "Dean DeBlois" "['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse', 'Craig Ferguson']"
1235 6 "Black Swan" (2010) 8.0 79 47680 "
Drama, Thriller            " "108 min" R 106954678.0 "Darren Aronofsky" "['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Winona Ryder']"
1236 7 "The King's Speech" (2010) 8.0 88 47680 "
Biography, Drama, History            " "118 min" R 138797449.0 "Tom Hooper" "['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']"
1237 8 "My Name Is Khan" (2010) 8.0 50 47680 "
Drama            " "165 min" UA 4018695.0 "Karan Johar" "['Shah Rukh Khan', 'Kajol', 'Sheetal Menon', 'Katie A. Keane']"
1238 9 Tangled (2010) 7.8 71 47680 "
Animation, Adventure, Comedy            " "100 min" PG 200821936.0 "Nathan Greno" "['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman']"
1239 10 "The Fighter" "(I) (2010)" 7.8 79 47680 "
Biography, Drama, Sport            " "116 min" R 93617009.0 "David O. Russell" "['Mark Wahlberg', 'Christian Bale', 'Amy Adams', 'Melissa Leo']"
1240 11 "Harry Potter and the Deathly Hallows: Part 1" (2010) 7.7 65 47680 "
Adventure, Family, Fantasy            " "146 min" PG-13 295983305.0 "David Yates" "['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Bill Nighy']"
1241 12 "The Social Network" (2010) 7.7 95 47680 "
Biography, Drama            " "120 min" PG-13 96962694.0 "David Fincher" "['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Rooney Mara']"
1242 13 "Despicable Me" (2010) 7.7 72 47680 "
Animation, Comedy, Family            " "95 min" PG 251513985.0 "Pierre Coffin" "['Steve Carell', 'Jason Segel', 'Russell Brand', 'Julie Andrews']"
1243 14 Flipped "(I) (2010)" 7.7 45 47680 "
Comedy, Drama, Romance            " "90 min" PG 1752214.0 "Rob Reiner" "['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']"
1244 15 "True Grit" (2010) 7.6 80 47680 "
Adventure, Drama, Western            " "110 min" PG-13 171243005.0 "Ethan Coen" "['Jeff Bridges', 'Matt Damon', 'Hailee Steinfeld', 'Josh Brolin']"
1245 16 "The Town" (2010) 7.6 74 47680 "
Crime, Drama, Thriller            " "125 min" R 92186262.0 "Ben Affleck" "['Ben Affleck', 'Rebecca Hall', 'Jon Hamm', 'Jeremy Renner']"
1246 17 Kick-Ass (2010) 7.6 66 47680 "
Action, Comedy            " "117 min" UA 48071303.0 "Matthew Vaughn" "['Aaron Taylor-Johnson', 'Nicolas Cage', 'Chloë Grace Moretz', 'Garrett M. Brown']"
1247 18 "Tucker and Dale vs Evil" (2010) 7.6 65 47680 "
Action, Comedy, Horror            " "89 min" R 223838.0 "Eli Craig" "['Tyler Labine', 'Alan Tudyk', 'Katrina Bowden', 'Jesse Moss']"
1248 19 "127 Hours" (2010) 7.6 82 47680 "
Adventure, Biography, Drama            " "94 min" R 18335230.0 "Danny Boyle" "['James Franco', 'Amber Tamblyn', 'Kate Mara', 'Sean Bott']"
1249 20 "Kari-gurashi no Arietti" (2010) 7.6 80 47680 "
Animation, Adventure, Family            " "94 min" - 19202743.0 "Hiromasa Yonebayashi" "['Bridgit Mendler', 'Amy Poehler', 'Will Arnett', 'Moises Arias']"
1250 21 "Yip Man 2" (2010) 7.6 67 47680 "
Action, Drama, Sport            " "108 min" R 205675.0 "Wilson Yip" "['Donnie Yen', 'Xiaoming Huang', 'Sammo Kam-Bo Hung', 'Lynn Hung']"
1251 22 Hævnen (2010) 7.6 65 47680 "
Drama, Romance            " "118 min" R 1008098.0 "Susanne Bier" "['Mikael Persbrandt', 'Trine Dyrholm', 'Markus Rygaard', 'Wil Johnson']"
1252 23 "Scott Pilgrim vs. the World" (2010) 7.5 69 47680 "
Action, Comedy, Fantasy            " "112 min" PG-13 31494270.0 "Edgar Wright" "['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Anna Kendrick']"
1253 24 Boy "(I) (2010)" 7.5 70 47680 "
Comedy, Drama            " "87 min" - 255179.0 "Taika Waititi" "['James Rolleston', 'Te Aho Eketone-Whitu', 'Taika Waititi', 'Moerangi Tihore']"
1254 25 "También la lluvia" (2010) 7.5 69 47680 "
Drama, History            " "103 min" - 558342.0 "Icíar Bollaín" "['Gael García Bernal', 'Luis Tosar', 'Karra Elejalde', 'Juan Carlos Aduviri']"
1255 26 L'illusionniste (2010) 7.5 82 47680 "
Animation, Drama            " "80 min" PG 2231474.0 "Sylvain Chomet" "['Jean-Claude Donda', 'Eilidh Rankin', 'Duncan MacNeil', 'Raymond Mearns']"
1256 27 "Elle s'appelait Sarah" (2010) 7.5 59 47680 "
Drama, War            " "111 min" PG-13 7691700.0 "Gilles Paquet-Brenner" "['Kristin Scott Thomas', 'Mélusine Mayance', 'Niels Arestrup', 'Frédéric Pierrot']"
1257 28 "Peepli (Live)" (2010) 7.5 69 47680 "
Comedy, Drama            " "95 min" A 754836.0 "Anusha Rizvi" "['Omkar Das Manikpuri', 'Raghuvir Yadav', 'Shalini Vatsa', 'Farrukh Jaffar']"
1258 29 "Blue Valentine" (2010) 7.4 81 47680 "
Drama, Romance            " "112 min" R 9737892.0 "Derek Cianfrance" "['Ryan Gosling', 'Michelle Williams', 'John Doman', 'Faith Wladyka']"
1259 30 "The Next Three Days" (2010) 7.4 52 47680 "
Action, Crime, Drama            " "133 min" PG-13 21148651.0 "Paul Haggis" "['Russell Crowe', 'Elizabeth Banks', 'Liam Neeson', 'Michael Buie']"
1260 31 "The Way" "(I) (2010)" 7.4 64 47680 "
Adventure, Comedy, Drama            " "123 min" - 4430650.0 "Emilio Estevez" "['Martin Sheen', 'Emilio Estevez', 'Deborah Kara Unger', 'Yorick van Wageningen']"
1261 32 Megamind (2010) 7.3 63 47680 "
Animation, Action, Comedy            " "95 min" PG 148415853.0 "Tom McGrath" "['Will Ferrell', 'Jonah Hill', 'Brad Pitt', 'Tina Fey']"
1262 33 "The Way Back" "(I) (2010)" 7.3 66 47680 "
Adventure, Drama, History            " "133 min" PG-13 2701859.0 "Peter Weir" "['Jim Sturgess', 'Ed Harris', 'Colin Farrell', 'Dragos Bucur']"
1263 34 "Animal Kingdom" (2010) 7.3 83 47680 "
Crime, Drama            " "113 min" R 1044039.0 "David Michôd" "['James Frecheville', 'Guy Pearce', 'Joel Edgerton', 'Bryce Lindemann']"
1264 35 "Four Lions" (2010) 7.3 68 47680 "
Comedy, Crime, Drama            " "97 min" R 304137.0 "Christopher Morris" "['Will Adamsdale', 'Riz Ahmed', 'Adeel Akhtar', 'Arsher Ali']"
1265 36 Submarine (2010) 7.3 76 47680 "
Comedy, Drama, Romance            " "97 min" R 466702.0 "Richard Ayoade" "['Craig Roberts', 'Sally Hawkins', 'Paddy Considine', 'Noah Taylor']"
1266 37 "Barney's Version" (2010) 7.3 67 47680 "
Comedy, Drama            " "134 min" R 7502560.0 "Richard J. Lewis" "['Paul Giamatti', 'Rosamund Pike', 'Jake Hoffman', 'Macha Grenon']"
1267 38 "Another Year" (2010) 7.3 80 47680 "
Comedy, Drama            " "129 min" PG-13 3205706.0 "Mike Leigh" "['Jim Broadbent', 'Ruth Sheen', 'Lesley Manville', 'Oliver Maltman']"
1268 39 "Copie conforme" (2010) 7.3 82 47680 "
Drama            " "106 min" - 1337384.0 "Abbas Kiarostami" "['Juliette Binoche', 'William Shimell', 'Jean-Claude Carrière', 'Agathe Natanson']"
1269 40 "Winter's Bone" (2010) 7.2 90 47680 "
Drama, Mystery            " "100 min" R 6531503.0 "Debra Granik" "['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt', 'Isaiah Stone']"
1270 41 "Never Let Me Go" (2010) 7.2 69 47680 "
Drama, Romance, Sci-Fi            " "103 min" R 2434652.0 "Mark Romanek" "['Keira Knightley', 'Carey Mulligan', 'Andrew Garfield', 'Izzy Meikle-Small']"
1271 42 "The Ghost Writer" (2010) 7.2 77 47680 "
Drama, Mystery, Thriller            " "128 min" PG-13 15541549.0 "Roman Polanski" "['Ewan McGregor', 'Pierce Brosnan', 'Olivia Williams', 'Jon Bernthal']"
1272 43 Secretariat (2010) 7.2 61 47680 "
Biography, Drama, Family            " "123 min" PG 59713955.0 "Randall Wallace" "['Diane Lane', 'John Malkovich', 'Margo Martindale', 'Nelsan Ellis']"
1273 44 Beginners (2010) 7.2 81 47680 "
Comedy, Drama, Romance            " "105 min" R 5790894.0 "Mike Mills" "['Ewan McGregor', 'Christopher Plummer', 'Mélanie Laurent', 'Goran Visnjic']"
1274 45 "The Whistleblower" (2010) 7.2 59 47680 "
Action, Biography, Crime            " "112 min" A 1120914.0 "Larysa Kondracki" "['Rachel Weisz', 'Monica Bellucci', 'Vanessa Redgrave', 'David Strathairn']"
1275 46 Conviction "(II) (2010)" 7.2 61 47680 "
Biography, Drama            " "107 min" R 6783129.0 "Tony Goldwyn" "['Hilary Swank', 'Sam Rockwell', 'Melissa Leo', 'Thomas D. Mahard']"
1276 47 "Les amours imaginaires" (2010) 7.2 70 47680 "
Drama, Romance            " "101 min" - 62985.0 "Xavier Dolan" "['Xavier Dolan', 'Monia Chokri', 'Niels Schneider', 'Anne Dorval']"
1277 48 "Made in Dagenham" (2010) 7.2 65 47680 "
Biography, Comedy, Drama            " "113 min" R 1094798.0 "Nigel Cole" "['Sally Hawkins', 'Bob Hoskins', 'Andrea Riseborough', 'Jaime Winstone']"
1278 1 "The Intouchables" (2011) 8.5 57 47680 "
Biography, Comedy, Drama            " "112 min" UA 13182281.0 "Olivier Nakache" "['François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']"
1279 2 Warrior (2011) 8.2 71 47680 "
Drama, Sport            " "140 min" UA 13657115.0 "Gavin O'Connor" "['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison']"
1280 3 "Harry Potter and the Deathly Hallows: Part 2" (2011) 8.1 87 47680 "
Adventure, Drama, Fantasy            " "130 min" PG-13 381011219.0 "David Yates" "['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon']"
1281 4 "The Help" (2011) 8.1 62 47680 "
Drama            " "146 min" UA 169708112.0 "Tate Taylor" "['Emma Stone', 'Viola Davis', 'Octavia Spencer', 'Bryce Dallas Howard']"
1282 5 "The Artist" "(I) (2011)" 7.9 89 47680 "
Comedy, Drama, Romance            " "100 min" U 44671682.0 "Michel Hazanavicius" "['Jean Dujardin', 'Bérénice Bejo', 'John Goodman', 'James Cromwell']"
1283 6 "The Girl with the Dragon Tattoo" (2011) 7.8 71 47680 "
Crime, Drama, Mystery            " "158 min" (Banned) 102515793.0 "David Fincher" "['Daniel Craig', 'Rooney Mara', 'Christopher Plummer', 'Stellan Skarsgård']"
1284 7 Drive "(I) (2011)" 7.8 78 47680 "
Crime, Drama            " "100 min" A 35060689.0 "Nicolas Winding Refn" "['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston', 'Albert Brooks']"
1285 8 "X: First Class" (2011) 7.7 65 47680 "
Action, Adventure, Sci-Fi            " "131 min" PG-13 146408305.0 "Matthew Vaughn" "['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']"
1286 9 "Midnight in Paris" (2011) 7.7 81 47680 "
Comedy, Fantasy, Romance            " "94 min" PG-13 56816662.0 "Woody Allen" "['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']"
1287 10 50/50 (2011) 7.7 72 47680 "
Comedy, Drama, Romance            " "100 min" R 35014192.0 "Jonathan Levine" "['Joseph Gordon-Levitt', 'Seth Rogen', 'Anna Kendrick', 'Bryce Dallas Howard']"
1288 11 Detachment (2011) 7.7 52 47680 "
Drama            " "98 min" - 71177.0 "Tony Kaye" "['Adrien Brody', 'Christina Hendricks', 'Marcia Gay Harden', 'Lucy Liu']"
1289 12 "Oslo, 31. august" (2011) 7.7 84 47680 "
Drama            " "95 min" - 100713.0 "Joachim Trier" "['Anders Danielsen Lie', 'Hans Olav Brenner', 'Ingrid Olava', 'Malin Crépin']"
1290 13 Moneyball (2011) 7.6 87 47680 "
Biography, Drama, Sport            " "133 min" PG-13 75605492.0 "Bennett Miller" "['Brad Pitt', 'Robin Wright', 'Jonah Hill', 'Philip Seymour Hoffman']"
1291 14 "Rise of the Planet of the Apes" (2011) 7.6 68 47680 "
Action, Drama, Sci-Fi            " "105 min" PG-13 176760185.0 "Rupert Wyatt" "['James Franco', 'Andy Serkis', 'Freida Pinto', 'Karin Konoval']"
1292 15 Weekend "(II) (2011)" 7.6 81 47680 "
Drama, Romance            " "97 min" - 455459.0 "Andrew Haigh" "['Tom Cullen', 'Chris New', 'Jonathan Race', 'Laura Freeman']"
1293 16 "Jin ling shi san chai" (2011) 7.6 46 47680 "
Drama, History, Romance            " "146 min" R 9213.0 "Yimou Zhang" "['Christian Bale', 'Ni Ni', 'Xinyi Zhang', 'Tianyuan Huang']"
1294 17 Hodejegerne (2011) 7.6 72 47680 "
Crime, Drama, Thriller            " "96 min" R 1196752.0 "Morten Tyldum" "['Aksel Hennie', 'Synnøve Macody Lund', 'Nikolaj Coster-Waldau', 'Julie R. Ølgaard']"
1295 18 Tyrannosaur (2011) 7.6 65 47680 "
Drama            " "92 min" - 22088.0 "Paddy Considine" "['Peter Mullan', 'Archie Lal', 'Jag Sanghera', 'Mike Fearnley']"
1296 19 "Delhi Belly" (2011) 7.6 66 47680 "
Action, Comedy, Crime            " "103 min" A 1531757.0 "Abhinay Deo" "['Imran Khan', 'Vir Das', 'Kunaal Roy Kapur', 'Shenaz Treasury']"
